Артикул	Бренд	Наименование	Тип изделия	ОПТОВАЯ ЦЕНА руб.	РОЗНИЧНАЯ ЦЕНА руб.	Коллекция	Ширина основного изделия .мм	Высота основного изделия .мм	Глубина основного изднлия .мм	Высота тумбы  без раковины, мм	Ширина тумбы  без раковины, мм	Глубина тумбы  без раковины и ручек, мм	Материал корпуса	Покрытие корпуса	Материал фасада	Покрытие фасада	Цвет	Материал раковины	Материал столешницы	Подсветка	Тип лампы	Мощность лампы	Наличие бельевой корзины	Фурнитура	Петли	Доводчики	Направляющие 	Push-to-open	Система хранения	Способ монтажа	Что внутри упаковки	Ширина упаковки, м	Высота упаковки, м	Глубина упаковки, м	Объём, м. куб.	Вес брутто (коробка №1), кг 	Штрихкод	Что внутри упаковки (Коробка №2)	Ширина упаковки (коробка №2), м	Высота упаковки (коробка №2), м	Глубина упаковки  (коробка №2), м	Вес брутто (коробка №2), кг	Объём (коробка №2), м. куб	Штрихкод груз. Места  (коробка №2)	Что внутри упаковки (Коробка №3)	Ширина упаковки (коробка№3), м	Высота упаковки (коробка№3), м	Глубина упаковки (коробка№3), м	Вес брутто грузового места (коробка№3), кг	Объём (коробка №3), м. куб	Штрихкод груз. места	Общий вес ,кг	Общий Объём , м. куб	Количество коробок	Страна происхождения	Гарантия	Дополнительное описание	Инструкция	Схема подключения	Ссылка на фотографии	Схема	Видеоролик	Доп. Фотография 0	Доп. Фотография 1	Доп. Фотография 2	Доп. Фотография 3	Доп. Фотография 4	Доп. Фотография 5	Доп. Фотография 6	Доп. Фотография 7	Доп. Фотография 8	Доп. Фотография 9	Доп. Фотография 10	Доп. Фотография 11	Доп. Фотография 12	Доп. Фотография 13	Доп. Фотография 14
00-00006671	Comforty 	COMFORTY. Тумба-умывальник "Бордо-90" дуб темно-коричневый с раковиной "Quadro 90"	Тумбы-умывальники	19400	27100	Бордо	900	550	470	532	880	460	ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый	Санфарфор					Нет						1 выкатной ящик	Подвесной	Тумба	0,95	0,59	0,52	0,29	24,07		Раковина	0,94	0,51	0,22	18,7	0,105	4640043835564	-	-	-	-	-	-	-	42,77	-	2	Россия	2 года	Название: Тумба-умывальник Артикул: Бордо 90 Цвет: Дуб тёмно-коричневый Габариты ШхВхГ: 900х550х470 мм Комплектация: керамическая раковина Quadro 90 Подвесная тумба с ящиком оборудованным системой плавного закрывания и пространством для открытого хранения.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	-	https://disk.yandex.ru/d/5RnkVdx-QwDSpA		https://www.youtube.com/embed/QTPgBF-j2_E	https://cdn1.ozone.ru/s3/multimedia-n/6241457855.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6227162774.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6227162799.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6241457862.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6227162779.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6227162791.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6227162775.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6227162771.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6227162777.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6227162759.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6241457501.jpg				
00-00007266	Comforty 	COMFORTY. Шкаф-колонна "Бордо-40" дуб темно-коричневый	Шкаф-колонна	11800	16500	Бордо	400	1600	320				ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый						Нет		Hettich/Comforty	Hettich/Comforty	-	-	2 створки	Подвесной	Шкаф-колонна	0,47	1,65	0,39	0,3	35	4630100142568	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	-	1	Россия	2 года	Название: Шкаф-колонна Артикул: Бордо 40 Цвет: дуб темно-коричневый Габариты (ШхВхГ): 400*1600*320 мм Подвесная шкаф колонна с двумя створками и пространством для открытого хранения. Створки оснащены петлями с плавным закрыванием. Фасады и корпус из влагостойкого ЛДСП Дуб темно-коричневый. За створками по одной регулируемой по высоте полке Шкаф-колонна универсальна, может быть подвешена переворачиванием в правом и левом варианте. 	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	-	https://disk.yandex.ru/d/S0chb9eYjJhhYw	http://www.domotex.ru/upload/iblock/9a8/p6wcrxsx21920evkz4rxt5lo9tfj8kwp.jpg		https://cdn1.ozone.ru/s3/multimedia-c/6241458096.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6160448206.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6160448205.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6160448207.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6241458105.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6139453190.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6227162777.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6139453957.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6241457501.jpg						
00004140517	Comforty 	COMFORTY. Зеркало "Виола-60" светодиодная лента, сенсор 600*750 00004140517CF	Зеркала	5600	7800		600	750	40								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,63	0,79	0,08	0,04	7	4630015255704	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	-	1	Россия	2 года	Название: Зеркало Артикул: Виола 60 Габариты (ШхВхГ): 600*750*40 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Зеркало оснащено светодиодной подсветкой в виде горизонтальной полосы в верхней части, и сенсорным выключателем	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/hAANTsFXSTME2w	http://www.domotex.ru/upload/iblock/3fe/v5geqefjpcaiwluj0ytzco0l7633lz1x.jpg	0	https://cdn1.ozone.ru/s3/multimedia-t/6139451573.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6139451576.jpg	https://cdn1.ozone.ru/s3/multimedia-b/6139451591.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6139451607.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6139451612.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6139451624.jpg									
00-00000699	Comforty 	COMFORTY. Зеркало "Гиацинт 60" LED-подсветка, сенсор 600*800 00-00000699CF	Зеркала	7000	9700	Гиацинт	600	800	30								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,65	0,85	0,04	0,022	7,15	4630100140090	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7,15	-	1	Россия	2 года	Название: Зеркало Артикул: Гиацинт 60 Габариты (ШхВхГ): 600*800*30 мм Зеркало оснащено встроенным светодиодным светильником и сенсорной кнопкой включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра. Зеркало для ванной комнаты с проводом длиной 1,3 м и вилкой подключения в сеть 220В	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/_FEld1tM_mBtkw	http://www.domotex.ru/upload/iblock/aab/2jw7khmvwlko0jje7dmglhp0sivvx85f.jpg	0	https://cdn1.ozone.ru/s3/multimedia-p/6139451569.jpg														
00-00001281	Comforty 	COMFORTY. Зеркало "Гиацинт-80" LED-подсветка, сенсор 800*800 00-00001281CF	Зеркала	7800	10900	Гиацинт	800	800	30								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,86	0,87	0,07	0,052	9	4630100140403	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	-	1	Россия	2 года	Название: Зеркало Артикул: Гиацинт 80 Габариты (ШхВхГ): 800*800*30 мм Зеркало оснащено встроенным светодиодным светильником и сенсорной кнопкой включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра. Зеркало для ванной комнаты с проводом длиной 1,3 м. и вилкой подключения в сеть 220 В	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/lPH8v0kCEcOSPQ	http://www.domotex.ru/upload/iblock/1ee/x5oj1m4ez2st9u18kjq1twyn5iopruoj.jpg	0	https://cdn1.ozone.ru/s3/multimedia-s/6139451608.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6139451570.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6139451604.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6139451659.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6139451643.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6139451645.jpg									
00004140518	Comforty 	COMFORTY. Зеркало "Жасмин-120" светодиодная лента, сенсор 1200*650 00004140518CF	Зеркала	8100	11300		1200	650	40								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	1,25	0,7	0,08	0,07	10	4630015255711	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	-	1	Россия	2 года	Название: Зеркало Артикул: Жасмин 120 Габариты (ШхВхГ): 1200*650*40 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Зеркало оснащено светодиодной подсветкой в виде двух вертикальных полос по краям полотна, и сенсорным выключателем	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/10rtLn9ots26xQ	http://www.domotex.ru/upload/iblock/a5d/i0a4simow4s7c103w5hcokaab78v3zjr.jpg	0	https://cdn1.ozone.ru/s3/multimedia-x/6139451577.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6139451588.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6139451597.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6139451609.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6139451615.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6139451621.jpg									
00004140519	Comforty 	COMFORTY. Зеркало "Жасмин-75" светодиодная лента, сенсор 750*650 00004140519CF	Зеркала	5900	8200		750	650	40								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,79	0,675	0,07	0,037	7,5	4630015255728	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7,5	-	1	Россия	2 года	Название: Зеркало Артикул: Жасмин 75 Габариты (ШхВхГ): 750*650*40 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Зеркало оснащено светодиодной подсветкой в виде двух вертикальных полос по краям полотна, и сенсорным выключателем	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/pQ1KDTrGJiU2dQ	http://www.domotex.ru/upload/iblock/c71/abn7uc2e6k7oqembqo319skhwxm9cxxi.jpg	0	https://cdn1.ozone.ru/s3/multimedia-2/6139451582.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6139451584.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6139451594.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6139451605.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6139451614.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6139451625.jpg									
00004140520	Comforty 	COMFORTY. Зеркало "Жасмин-85" светодиодная лента, сенсор 850*650 00004140520CF	Зеркала	6100	8500		850	650	40								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,88	0,67	0,07	0,041	8,5	4630015255735	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8,5	-	1	Россия	2 года	Название: Зеркало Артикул: Жасмин 85 Габариты (ШхВхГ): 850*650*40 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Зеркало оснащено светодиодной подсветкой в виде двух вертикальных полос по краям полотна, и сенсорным выключателем	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/aokv2_jZqevP4g	http://www.domotex.ru/upload/iblock/09e/qo302p1k7w36neatufxn5ikdtrbs8fr7.jpg	0	https://cdn1.ozone.ru/s3/multimedia-v/6139451575.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6139451578.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6139451616.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6139451618.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6139451623.jpg	https://cdn1.ozone.ru/s3/multimedia-a/6139451626.jpg									
00003120319	Comforty 	COMFORTY. Зеркало "К-50" белый глянец	Зеркала	3000	4100		500	685	140				ВЛДСП				Белый			Нет	-	-	-	-					1 полочка	Подвесной	Зеркало	0,55	0,77	0,19	0,08	10	4660002488488	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	-	1	Россия	2 года	Название: Зеркало с полкой Артикул: К-50 Варианты цвета: Белый глянец Габариты (ШхВхГ): 500*685*140 мм Зеркальное высококачественное полотно с амальгамой на основе серебра	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/QepJsCI-2SYbUA	http://www.domotex.ru/upload/iblock/204/b7gg1ak8ql6xxb0c73czs3fyqlw97a1a.jpg	0	https://cdn1.ozone.ru/s3/multimedia-s/6139451572.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6139451593.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6139451610.jpg												
00003120320	Comforty 	COMFORTY. Зеркало "К-60" белый глянец	Зеркала	5100	7100		600	685	140				ВЛДСП				Белый			2 точечных светильника	галогеновая	2-Вт*2	-	-					1 полочка	Подвесной	Зеркало	0,66	0,76	0,21	0,105	10,2	4660002488495	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10,2	-	1	Россия	2 года	Название: Зеркало с полкой Артикул: К-60 Варианты цвета: Белый глянец Габариты (ШхВхГ): 600*685*140 мм Зеркальное высококачественное полотно с амальгамой на основе серебра	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/H12NQitUPGzqgA	http://www.domotex.ru/upload/iblock/956/4c7zphl9vm2xog2gw238r42p4niu07em.jpg	0	https://cdn1.ozone.ru/s3/multimedia-0/6139451580.jpg	https://cdn1.ozone.ru/s3/multimedia-i/6139451598.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6139451606.jpg												
00004140521	Comforty 	COMFORTY. Зеркало "Квадрат-75" светодиодная лента, сенсор 750*750 00004140521CF	Зеркала	6800	9400		750	750	40								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,82	0,82	0,05	0,034	9,1	4630015255742	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9,1	-	1	Россия	2 года	Название: Зеркало Артикул: Квадрат 75  Габариты (ШхВхГ): 750*750*40 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Зеркала оснащены светодиодной подсветкой в виде полосы по периметру полотна, и сенсорным выключателем	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/jiY4ga7HP0X0Ow	http://www.domotex.ru/upload/iblock/7a8/gldm07vgkjjuaxa8f6oxyi805uqkinje.jpg	0	https://cdn1.ozone.ru/s3/multimedia-f/6139451595.jpg														
00004140522	Comforty 	COMFORTY. Зеркало "Квадрат-90" светодиодная лента, сенсор 900*900 00004140522CF	Зеркала	8500	11900		900	900	40								Зеркало			Светодиодная лента, сенсор 	светодиодный	14,5Вт*3	-	-					-	Подвесной	Зеркало	0,97	0,97	0,06	0,056	12,6	4630015255759	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12,6	-	1	Россия	2 года	Название: Зеркало Артикул: Квадрат 90  Габариты (ШхВхГ): 900*900*40 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Зеркала оснащены светодиодной подсветкой в виде полосы по периметру полотна, и сенсорным выключателем	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/t463KJRZ0IEy4g	http://www.domotex.ru/upload/iblock/4e8/694zy162r0ox1sc1hwqq7bye1cx8jqkr.jpg	0	https://cdn1.ozone.ru/s3/multimedia-k/6139451600.jpg														
00-00001283	Comforty 	COMFORTY. Зеркало "Колеус-65" LED-подсветка, сенсор 800*650 00-00001283CF	Зеркала	7600	10600		650	800	30								Зеркало			LED-подсветка, сенсор	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,72	0,86	0,05	0,031	6,95	4630100140700	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6,95	-	1	Россия	2 года	Название: Зеркало Артикул: Колеус 65 Габариты (ШхВхГ): 650*800*30 мм Зеркало оснащено встроенным светодиодным светильником и сенсорной кнопкой включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра.  Октогональное зеркало для ванной комнаты с проводом длиной 1,3 м и вилкой подключения в сеть 220 В 0	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/x6EpA7xyexCl9w	http://www.domotex.ru/upload/iblock/01a/xz527r2v0tw6iwwl23m7xek2rss0rymz.jpg	0	https://cdn1.ozone.ru/s3/multimedia-b/6139451627.jpg														
00-00001263	Comforty 	COMFORTY. Зеркало "Космея-50" светодиодная лента, сенсор 500*800 00-00001263CF	Зеркала	6800	9400		500	800	30								Зеркало			Светодиодная лента, сенсор	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,65	0,85	0,04	0,022	4,9	4630100140373	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4,9	-	1	Россия	2 года	Название: Зеркало Артикул: Космея 50 Габариты (ШхВхГ): 500*800*30 мм Зеркало оснащено встроенным светодиодным светильником и сенсорной кнопкой включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра. Овальное зеркало для ванной комнаты с проводом длиной 1,3 м и вилкой подключения в сеть 220 В.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/UGo9WV2z39i5fA	http://www.domotex.ru/upload/iblock/e1a/kpf95qwk163g0rfznjjyxga4do0ry00q.jpg	0	https://cdn1.ozone.ru/s3/multimedia-x/6139451613.jpg														
00004140525	Comforty 	COMFORTY. Зеркало "Круг-75" светодиодная лента, сенсор 00004140525CF	Зеркала	7400	10300		750	750	40								Зеркало			Светодиодная лента, сенсор	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,82	0,82	0,05	0,034	6,6	4630015255940	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6,6	-	1	Россия	2 года	Название: Зеркало Артикул: Круг 75  Габариты (ШхВхГ): 750*750*40 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Зеркала оснащены светодиодной подсветкой в виде полосы по окружности полотна, и сенсорным выключателем	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/mtw4wtVaB3C0uQ	http://www.domotex.ru/upload/iblock/bee/fujmxh8sgmaw9tlfhcvrfodra7hociz3.jpg	0	https://cdn1.ozone.ru/s3/multimedia-n/6139451639.jpg														
00004140523	Comforty 	COMFORTY. Зеркало "Лондон-90" светодиодная лента, сенсор 900*800 00004140523CF	Зеркала	10200	14200	Лондон	900	800	40								Зеркало			Светодиодная лента, сенсор	светодиодный	14,5Вт*3	-	-					-	Подвесной	Зеркало	0,97	0,87	0,05	0,042	10,5	4630015255766	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10,5	-	1	Россия	2 года	Название: Зеркало Артикул: Лондон 90 Габариты (ШхВхГ): 900*800*40 мм Зеркало оснащено встроенным длинным светодиодным светильником в верхней части, увеличительным зеркалом с круговой светодиодной подсветкой и сенсорной кнопкой включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Informatsiya_dlya_montazha_komplekta_LONDON_90-1_2.pdf	https://disk.yandex.ru/d/FSJwL0elxitmgA	http://www.domotex.ru/upload/iblock/9ec/n17fl8n06owswa9tuyxb83rllkzqzw9t.jpg	0	https://cdn1.ozone.ru/s3/multimedia-4/6139451620.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6149927043.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6149927042.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6149927045.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6149927048.jpg										
00-00001264	Comforty 	COMFORTY. Зеркало "Олеандр-70" светодиодная лента, сенсор 700*900 00-00001264CF	Зеркала	7800	10900		700	900	30								Зеркало			Светодиодная лента, сенсор	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,75	0,96	0,04	0,029	6,45	4630100140366	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6,45	-	1	Россия	2 года	Название: Зеркало Артикул: Олеандр 70 Габариты (ШхВхГ): 700*900*30 мм Зеркало оснащено встроенным светодиодным светильником и сенсорной кнопкой включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра. Асимметричное треугольное зеркало для ванной комнаты закругленными углами с проводом длиной 1,3 м и вилкой подключения в сеть 220 В	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/_ma7aXkoSEkf0g	http://www.domotex.ru/upload/iblock/568/p9wnu0dkmrescy5nbu5ddps86tgur6tq.jpg	0	https://cdn1.ozone.ru/s3/multimedia-a/6258755482.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6149904815.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6149904814.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6149904819.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6258755481.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6149904820.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6149904825.jpg								
00-00000700	Comforty 	COMFORTY. Зеркало "Пион 60" LED подсветка, сенсор 600*800 00-00000700CF	Зеркала	7500	10400		600	800	30								Зеркало			LED подсветка, сенсор	светодиодный	14,5Вт*2	-	-					-	Подвесной	Зеркало	0,65	0,85	0,04	0,022	7	4630100140083	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	-	1	Россия	2 года	Название: Зеркало Артикул: Пион 60 Габариты (ШхВхГ): 600*800*30 мм  Зеркало оснащено встроенным светодиодным светильником и сенсорной кнопкой включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра. Зеркало для ванной комнаты закругленными углами с проводом длиной 1,3 м и вилкой подключения в сеть 220 В 	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/AaF-mAZFd2o-Ng	http://www.domotex.ru/upload/iblock/a23/da1z4pvuxnegkgdy02hrlkkajgyuhjrj.jpg	0	https://cdn1.ozone.ru/s3/multimedia-g/6139451632.jpg														
00004143986	Comforty 	COMFORTY. Зеркало-шкаф "Амстердам-95" белый	Зеркало-шкаф	8800	12200	Амстердам	950	800	170				ВЛДСП		МДФ		Белый			Нет	-	-	-	мокрый асфальт металл	Hettich/Comforty	Hettich/Comforty	-	-	1 створка	Подвесной	Зеркало-шкаф	1,01	0,87	0,24	0,211	26,8	4630015257159	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26,8	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Амстердам 95 Варианты цвета корпуса: белый глянец Материал корпуса: влагостойкое ЛДСП Габариты (ШхВхГ): 950*800*170 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Створка оснащена петлями с плавным закрыванием. За створкой две горизонтальные полки. Высококачественное зеркальное полотно с амальгамой на основе серебра.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Informatsiya_dlya_montazha_komplekta_AMSTERDAM_95_2.pdf	https://disk.yandex.ru/d/VYfD_azd8ZzXQg	http://www.domotex.ru/upload/iblock/e57/882ywj8sgf2fdriyf2d4hurb7zwqcbir.jpg	0	https://cdn1.ozone.ru/s3/multimedia-8/6256970636.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6256970632.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6256970633.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6256970637.jpg	https://cdn1.ozone.ru/s3/multimedia-a/6256970638.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6256970635.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6256970634.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6256970631.jpg							
